Quantitative real-time PCR (qPCR) was performed to determine total bacterial abundances. _	1
RESULTS Analysis of 23,927 OTUs demonstrated a significant reduction of bacterial diversity consistently from phylum to species level (p < 0.05) for individuals suffering from severe stage of UC. @	1
Significant increase in abundance of unusual aerobes and facultative anaerobes, including members from the phylum Proteobacteria (p- = 0.031) was also observed. @	1
A 10 fold increase in the total bacterial count was detected in patients suffering from severe inflammatory stage (2.98 +/-0.49 E + 09/ml) when compared with patients with moderate (1.03+/-0.29 E + 08/ml) and mild (1.76 +/-0.34 E + 08/ml) stages of inflammation. @	1
CONCLUSION The reduction of bacterial diversity with an increase in the total bacterial count indicates a shift of bacterial communities which signifies dysbiosis and dysanaerobiosis at the mucosal level for patients suffering from UC. @	1
BACKGROUND The healthy human intestine is represented by the presence of bacterial communities predominantly belonging to obligate anaerobes; however disparity and dysanaerobiosis in intestinal microflora may lead to the progression of ulcerative colitis (UC). `	0
The foremost aim of this study is to consider and compare the gut microbiota composition in patients suffering from different stages of UC. `	0
We extend the tools of higher-order Fourier analysis to analyze functions over general fields. `	1
Using these new tools, we revisit the results in the above areas. `	1
* For any fixed finite field $\mathbb{K}$, we show that the list decoding radius of the generalized Reed Muller code over $\mathbb{K}$ equals the minimum distance of the code. _	1
* For any fixed finite field $\mathbb{K}$, we give a polynomial time algorithm to decide whether a given polynomial $P: \mathbb{K}^n \to \mathbb{K}$ can be decomposed as a particular composition of lesser degree polynomials. _	1
* For any fixed finite field $\mathbb{K}$, we prove that all locally characterized affine-invariant properties of functions $f: \mathbb{K}^n \to \mathbb{K}$ are testable with one-sided error. @	1
Moreover, we show that for any fixed finite field $\mathbb{F}$, an affine-invariant property of functions $f: \mathbb{K}^n \to \mathbb{F}$, where $\mathbb{K}$ is a growing field extension over $\mathbb{F}$, is testable if it is locally characterized by constraints of bounded weight. @	1
Higher-order Fourier analysis, developed over prime fields, has been recently used in different areas of computer science, including list decoding, algorithmic decomposition and testing. `	0
Previously, this had been proved over prime fields [BL14] and for the case when $|\mathbb{K}|-1$ divides the order of the code [GKZ08]. _	0
This had been previously established over prime fields [Bha14, BHT15]. @	0
The same result was known when $\mathbb{K}$ is prime [BFHHL13] and when the property is linear [KS08]. @	0
AbstractWe propose a new combination of the bivariate Shepard operators [10] by the three point Lidstone polynomials introduced in [12] . `	1
The new combination inherits both degree of exactness and Lidstone interpolation conditions at each node, which characterize the interpolation polynomial. _	1
These new operators …nd application to the scattered data interpolation problem when supplementary second order derivative data are given [22] . @	0
Numerical comparison with other well known combinations are presented. @	0
In CF1 mice, superovulation has little effect on development to blastocyst, but enforces a greater degree of lineage restriction than natural breeding, most likely through constraints imposed by the zona pellucida. @	1
It remains controversial whether blastomeres of 2-cell stage mouse embryos show bias in their contribution to the blastocyst and whether there is any effect of superovulation. `	0
Two-cell stage embryos from CF1 mice were derived by either natural breeding (N) or superovulation (S) and cultured in vitro. `	0
At blastocyst, inner cell mass and trophectoderm were distinguished by Cdx2 and Oct4 immunostaining. `	0
A fluorescent dye (CM-Dil) was also used to tag individual blastomeres at the 2-cell stage, and the descendant cells identified by their red fluorescence. _	0
S and N embryos developed to blastocyst at the same rate and contained a similar number of cells. _	0
However, with S embryos, the descendants of the blastomere labeled with CM-DiI contributed predominantly to either the embryonic or abembryonic pole about 70% of the time, whereas most N embryos displayed random patterning, with no restriction to one or other of the poles. _	0
In S-embryos, but not N-embryos, the leading blastomere at second cleavage contributed preferentially to the embryonic pole of the blastocyst and the lagging blastomere to the abembryonic pole and hence mural trophectoderm. @	0
In addition, a tetrahedral rather than a flat morphology at the 4-cell stage of S-embryos was strongly biased to displaying the embryonic/abembryonic pattern at blastocyst. @	0
In contrast, S-embryos lacking a zona pellucida resembled N embryos in their patterning. @	0
METHODS A systematic search was performed using the electronic databases Pubmed and Embase. `	1
The psychometric properties of the questionnaires were determined based on the COSMIN taxonomy of measurement properties and definitions for health-related patient-reported outcomes and the COSMIN checklist using preset psychometric criteria. _	1
The Sydney Swallow Questionnaire (SSQ) proved to be identical to the Modified Self-report Symptom Inventory. _	1
All FHS questionnaires obtained poor overall methodological quality scores for most measurement properties. @	1
CONCLUSIONS The retrieved FHS questionnaires need psychometric reevaluation; if the overall methodological quality shows satisfactory improvement on most measurement properties, the use of the questionnaires in daily clinic and research can be justified. @	1
However, in case of insufficient validity and/or reliability scores, new FHS questionnaires need to be developed using and reporting on preestablished psychometric criteria as recommended in literature. @	1
INTRODUCTION Questionnaires on Functional Health Status (FHS) are part of the assessment of oropharyngeal dysphagia. `	0
OBJECTIVE To conduct a systematic review of the literature on the psychometric properties of English-language FHS questionnaires in adults with oropharyngeal dysphagia. `	0
RESULTS Three questionnaires were included: the Eating Assessment Tool (EAT-10), the Swallowing Outcome after Laryngectomy (SOAL), and the Self-report Symptom Inventory. _	0
Here, we report a shotgun proteomic analysis of P. profundum grown at atmospheric compared to high pressure using label-free quantitation and mass spectrometry analysis. _	1
We have identified differentially expressed proteins involved in high pressure adaptation, which have been previously reported using other methods. _	1
Proteins involved in key metabolic pathways were also identified as being differentially expressed. _	1
Proteins involved in the glycolysis/gluconeogenesis pathway were up-regulated at high pressure. _	1
Conversely, several proteins involved in the oxidative phosphorylation pathway were up-regulated at atmospheric pressure. @	1
Some of the proteins that were differentially identified are regulated directly in response to the physical impact of pressure. @	1
Photobacterium profundum SS9 is a Gram-negative bacterium, originally collected from the Sulu Sea. `	0
Its genome consists of two chromosomes and a 80 kb plasmid. `	0
Although it can grow under a wide range of pressures, P. profundum grows optimally at 28 MPa and 15°C. `	0
Its ability to grow at atmospheric pressure allows for both easy genetic manipulation and culture, making it a model organism to study piezophily. `	0
The expression of some proteins involved in nutrient transport or assimilation, are likely to be directly regulated by pressure. @	0
In a natural environment, different hydrostatic pressures represent distinct ecosystems with their own particular nutrient limitations and abundances. @	0
However, the only variable considered in this study was atmospheric pressure. @	0
METHODS We searched MEDLINE, PUBMED and EMBASE databases through July 2012, using search terms related to diabetes mellitus, cancer, and thyroid cancer. `	1
We conducted a meta-analysis of the risk of incidence of thyroid cancer from pre-existing diabetes. `	1
The risks were estimated using random-effects model and sensitivity test for the studies which reported risk estimates and used different definition of DM. _	1
RESULTS Compared with individuals without DM, the patients with DM were at 1.34-fold higher risk for thyroid cancer (95% CI 1.11-1.63). @	1
However, there was heterogeneity in the results (p<0.0001). @	1
Sensitivity tests and studies judged to be high quality did not show heterogeneity and DM was associated with higher risk for thyroid cancer in these sub-analyses (both of RRs = 1.18, 95% CIs 1.08-1.28). @	1
DM was associated with a 1.38-fold increased risk of thyroid cancer in women (95% CI 1.13-1.67) after sensitivity test. @	1
Risk of thyroid cancer in men did not remain significant (RR 1.11, 95% CI 0.80-1.53). @	1
CONCLUSIONS Compared with their non-diabetic counterparts, women with pre-existing DM have an increased risk of thyroid cancer. @	1
INTRODUCTION Diabetes mellitus (DM) is an important risk factor for endocrine cancers; however, the association with thyroid cancer is not clear. `	0
We performed a systematic review and meta-analysis to clarify the association between thyroid cancer and DM. `	0
Of 2,123 titles initially identified, sixteen articles met our inclusion criteria. _	0
An additional article was identified from a bibliography. _	0
Totally, 14 cohort and 3 case-control studies were selected for the meta-analysis. _	0
We describe a new tool, called PointCloudXplore (PCX), that supports effective 3D gene expression data exploration. `	1
PCX is a visualization tool that uses the established visualization techniques of multiple views, brushing, and linking to support the analysis of high-dimensional datasets that describe many genes’ expression. `	1
Each of the views in PointCloudXplore shows a different gene expression data property. _	1
We discuss on parallel coordinates as one example abstract data view currently available in PCX. @	1
We have developed several ex- tensions to standard parallel coordinates to facilitate brushing and the visualization of 3D gene expression data. @	1
PointCloudXplore: A Visualization Tool for 3D Gene Expression Data Oliver R¨ bel ∗,1,2 , Gunther H. Weber 2,3 , Soile V.E. `	0
Ker¨ nen 3 , Charless C. Fowlkes 4 , u a Cris L. Luengo Hendriks 3 , Lisa Simirenko 3 , Nameeta Y. Shah 2 , Michael B. Eisen 3 , Mark D. Biggin 3 , Hans Hagen 1 , Damir Sudar 3 , Jitendra Malik 4 , David W. Knowles 3 , and Bernd Hamann 1,2 International Research Training Group “Visualization of Large and Unstructured Data Sets,” University of Kaiserslautern, Germany Institute for Data Analysis and Visualization, University of California, Davis, CA, USA Life Sciences and Genomics Divisions, Lawrence Berkeley National Laboratory, Berkeley, CA, USA Computer Science Division, University of California, Berkeley, CA, USA Abstract: The Berkeley Drosophila Transcription Network Project (BDTNP) has de- veloped a suite of methods that support quantitative, computational analysis of three- dimensional (3D) gene expression patterns with cellular resolution in early Drosophila embryos, aiming at a more in-depth understanding of gene regulatory networks. `	0
Brushing is used to select and em- phasize data associated with deﬁned subsets of embryo cells within a view. _	0
Linking is used to show in additional views the expression data for a group of cells that have ﬁrst been highlighted as a brush in a single view, allowing further data subset properties to be determined. _	0
In PCX, physical views of the data are linked to abstract data displays such as parallel coordinates. _	0
Physical views show the spatial relationships between different genes’ expression patterns within an embryo. @	0
Abstract gene expression data displays on the other hand allow for an analysis of relationships between different genes directly in the gene expression space. @	0
∗ oliverruebel@web.de @	0
The proposed mathematical model is based on mixed-integer programming and helps minimizing the total cost. `	1
Total costs include the expenditure of establishing new centers, producing new products, cargo transport in the network, and disposal. _	1
Four types of tuned metaheuristic algorithms were used, which are hybrid forms of genetic and firefly algorithms. @	1
Computational results reveal that iterative sequentialization hybrid provides better solution compared with the other approaches in large size. @	1
This paper investigates a closed-loop supply chain network, including plants, demand centers, as well as collection centers, and disposal centers. `	0
In forward flow, the products are directly sent to demand centers, after being produced by plants, but in the reverse flow, reused products are returned to collection centers and, after investigating, are partly sent to disposal centers and the other part is resent to plants for remanufacturing. `	0
The model aims to answer these two questions. _	0
(1) What number and in which places the plants, collection centers, and disposal centers will be constructed. _	0
(2) What amount of products will be flowing in each segment of the chain, in order to minimize the total cost. @	0
Finally an adequate number of instances are generated to analyse the behavior of proposed algorithms. @	0
In this study, mouse strains carrying reporters linked to Pax3 alleles were used to map the fate of CNC cells in embryos which were either Pax3-sufficient (expressing one or two functional Pax3 alleles) or Pax3-deficient (expressing two null Pax3 alleles), and in which p53 had been inactivated or not. _	1
Migrating CNC cells were observed in both Pax3-sufficient and -deficient embryos, but CNC cells were sparse and disorganized in Pax3-deficient embryos as migration progressed. @	1
The defective migration was associated with increased cell death. @	1
Suppression of p53, either by null mutation of the p53 gene, or administration of a p53 inhibitor, pifithrin-alpha, prevented the defective CNC migration and apoptosis in Pax3-deficient embryos, and also restored proper development of cardiac outflow tracts. @	1
These results indicate that Pax3 is required for cardiac outflow tract septation because it blocks p53-dependent processes during CNC migration. @	1
During neural tube closure, Pax3 is required to inhibit p53-dependent apoptosis. `	0
Pax3 is also required for migration of cardiac neural crest (CNC) from the neural tube to the heart and septation of the primitive single cardiac outflow tract into the aorta and pulmonary arteries. `	0
Whether Pax3 is required for CNC migration and outflow tract septation by inhibiting p53-dependent apoptosis is not known. _	0
We used molecular data and phenotypic traits to unravel speciation processes and phylogeographic patterns in Aurelia.ResultsMitochondrial and nuclear DNA data (16S and ITS-1/5.8S rDNA) from 66 world-wide sampled specimens reveal star-like tree topologies, unambiguously differentiating 7 (mtDNA) and 8 (ncDNA) genetic entities with sequence divergences ranging from 7.8 to 14% (mtDNA) and 5 to 32% (ncDNA), respectively. _	1
Phylogenetic patterns strongly suggest historic speciation events and the reconstruction of at least 7 different species within Aurelia. _	1
Both genetic divergences and life history traits showed associations to environmental factors, suggesting ecological differentiation forced by divergent selection. @	1
Hybridization and introgression between Aurelia lineages likely occurred due to secondary contacts, which, however, did not disrupt the unambiguousness of genetic separation.ConclusionsOur findings recommend Aurelia as a model system for using the combined power of organismic, ecological, and molecular data to unravel speciation processes in cosmopolitan marine organisms. @	1
BackgroundThe cosmopolitan moon jelly Aurelia is characterized by high degrees of morphological and ecological plasticity, and subsequently by an unclear taxonomic status. `	0
The latter has been revised repeatedly over the last century, dividing the genus Aurelia in as many as 12 or as little as two species. `	0
Here we resolve these paradoxical findings and show that the capacity of LYVE-1 to bind HA is strictly dependent on avidity, demanding appropriate receptor self-association and/or HA multimerization. _	1
In particular, we demonstrate the prerequisite of a critical LYVE-1 threshold density and show that HA binding may be elicited in lymphatic endothelium by surface clustering with divalent LYVE-1 mAbs. @	1
In addition, we show that cross-linking of biotinylated HA in streptavidin multimers or supramolecular complexes with the inflammation-induced protein TSG-6 enables binding even in the absence of LYVE-1 cross-linking. @	1
Finally, we show that endogenous HA on the surface of macrophages can engage LYVE-1, facilitating their adhesion and transit across lymphatic endothelium. @	1
These results reveal LYVE-1 as a low affinity receptor tuned to discriminate between different HA configurations through avidity and establish a new mechanistic basis for the functions ascribed to LYVE-1 in matrix HA binding and leukocyte traffickingin vivo. @	1
The lymphatic endothelial receptor LYVE-1 has been implicated in both uptake of hyaluronan (HA) from tissue matrix and in facilitating transit of leukocytes and tumor cells through lymphatic vessels based largely onin vitrostudies with recombinant receptor in transfected fibroblasts. `	0
Curiously, however, LYVE-1 in lymphatic endothelium displays little if any binding to HAin vitro, and this has led to the conclusion that the native receptor is functionally silenced, a feature that is difficult to reconcile with its proposedin vivofunctions. `	0
Nonetheless, as we reported recently, LYVE-1 can function as a receptor for HA-encapsulated Group A streptococci and mediate lymphatic dissemination in mice. _	0
An inductive approach was used to develop probabilistic resource selection models using logistic regression to quantify the likelihood of hogs being in any area of the Department of Energy’s 805 km 2 Savannah River Site (SRS) in west-central South Carolina. `	1
The model’s significant parameters indicated that wild hogs preferred hardwoods and avoided pine and shrubby areas. _	1
Further, landscape metric analyses revealed that hogs preferred areas with large complex patch areas and low size variation. _	1
These resource selection models were then utilized to better estimate exposure of wild hogs to radionuclides and metals in a disturbed riparian ecosystem on the SRS using two different possible diets based on food availability. @	1
Contaminant exposure can be better estimated using these resource selection models than has been previously possible, because past practices did not consider home range and habitat utilization probability in heterogeneously contaminated habitats. @	1
In North America, wild hogs (Sus scrofa) are both sought after as prime game and despised due to their detrimental impacts to the environment from their digging and rooting behavior. `	0
They are also a potentially useful indicator species for environmental health for both ecological- and human-based risk assessments. `	0
These models were derived by using available SRS hog hunt data from 1993‐2000 and a Geographic Information System database describing the habitat structure of the SRS. _	0
Had these models not been used, risk calculations would assume that contaminated areas were utilized 100% of the time, thus overestimating exposure by a factor of up to 25. @	0
The results of the present study suggest that overexpression of H19 is associated with decreased recurrence-free survival and overall survival rates in patients with colorectal cancer, and increased viability and migration in colon cancer cells. @	1
Long non-coding RNA-imprinted maternally expressed transcript (non-protein coding) (H19) has been previously identified to be involved in the development of a number of types of cancer. `	0
However, the function of H19 in the pathogenesis of colorectal cancer remains unclear. `	0
The expression level of H19 in colorectal tumor tissues, and the association between H19 expression and clinicopathological variables and prognosis was investigated in the present study. _	0
In addition, the effect of H19 overexpression on viability, migration and epithelial-mesenchymal transition (EMT) of colon cancer cells was investigated in HCT-116 and SW-480 cells. _	0
The induction of the EMT process may be an underlying molecular mechanism associated with the H19-induced increased metastasis potential of colon cancer cells. @	0
To examine the requirements and outcomes of combined activation, we stimulated TLRs and a specific NLR, nucleotide binding and oligomerization, leucine-rich repeat, pyrin domain-containing 3 (NLRP3), simultaneously and discovered that such activation triggers rapid caspase-1 cleavage, leading to secretion of presynthesized inflammatory molecules and pyroptosis. _	1
This acute caspase-1 activation is independent of new protein synthesis and depends on the TLR-signaling molecule IL-1 receptor-associated kinase (IRAK-1) and its kinase activity. @	1
Importantly, Listeria monocytogenes induces NLRP3-dependent rapid caspase-1 activation and pyroptosis, both of which are compromised in IRAK-1-deficient macrophages. @	1
Our results reveal that simultaneous sensing of microbial ligands and virulence factors by TLRs and NLRP3, respectively, leads to a rapid TLR- and IRAK-1-dependent assembly of the NLRP3 inflammasome complex, and that such activation is important for release of alarmins, pyroptosis, and early IFN-γ production by memory CD8 T cells, all of which could be critical for early host defense. @	1
Pathogenic infections and tissue injuries trigger the assembly of inflammasomes, cytosolic protein complexes that activate caspase-1, leading to cleavage of pro-IL-1β and pro-IL-18 and to pyroptosis, a proinflammatory cell death program. `	0
Although microbial recognition by Toll-like receptors (TLRs) is known to induce the synthesis of the major caspase-1 substrate pro-IL-1β, the role of TLRs has been considered limited to up-regulation of the inflammasome components. `	0
During infection with a virulent microbe, TLRs and nucleotide-binding oligomerization domain-like receptors (NLRs) are likely activated simultaneously. _	0
The aim of this review is to present an overview of the roles of adipokines in different immune and nonimmune cells, which will contribute to diabetes as well as to adipose tissue inflammation and insulin resistance development. @	1
We describe how adipokines regulate inflammation in these diseases and their therapeutic implications. @	1
We also survey current attempts to exploit adipokines for clinical applications, which hold potential as novel approaches to drug development in several immune-mediated diseases. @	1
Diabetes and obesity are worldwide health problems. `	0
White fat dynamically participates in hormonal and inflammatory regulation. `	0
White adipose tissue is recognized as a multifactorial organ that secretes several adipose-derived factors that have been collectively termed "adipokines." `	0
Adipokines are pleiotropic molecules that gather factors such as leptin, adiponectin, visfatin, apelin, vaspin, hepcidin, RBP4, and inflammatory cytokines, including TNF and IL-1β, among others. _	0
Multiple roles in metabolic and inflammatory responses have been assigned to these molecules. _	0
Several adipokines contribute to the self-styled "low-grade inflammatory state" of obese and insulin-resistant subjects, inducing the accumulation of metabolic anomalies within these individuals, including autoimmune and inflammatory diseases. _	0
Thus, adipokines are an interesting drug target to treat autoimmune diseases, obesity, insulin resistance, and adipose tissue inflammation. @	0
Statistical analyses were performed using the non-parametric Mann-Whitney U-test, with parameters significant at P < 0·05. _	1
Increased levels of TNF-α, IL-1β, IL-4, IL-17 and IL-23 were significant in patients with TAO when compared to the controls (P < 0·005, all parameters). @	1
The results presented here indicate an increased production of cytokines in TAO, possibly contributing to the inflammatory response observed in the patients' vascular levels. @	1
In addition, the increased levels of IL-17 and IL-23 suggest that the disturbance of TAO is involved with mechanisms of autoimmunity. @	1
Thus, the discovery of IL-17 and its association with inflammation and autoimmune pathology has reshaped our viewpoint regarding the pathogenesis of TAO, which was based previously on the T helper type 1 (Th1)-Th2 paradigm. @	1
Thromboangiitis obliterans (TAO) is a segmental inflammatory occlusive disorder that affects the arm and leg arteries of young smokers. `	0
The immune system seems to play a critical role in the aetiology of TAO; however, knowledge of the aspects involved in the progression of vascular tissue inflammation and, consequently, the evolution of this disease is still limited. `	0
This study was carried out to investigate the cytokine levels of tumour necrosis factor (TNF)-α, interleukin (IL)-1β, IL-4, IL-17 and IL-23 in the plasma of TAO patients presenting with acute clinical manifestations. `	0
The study included 20 TAO patients (n = 10 women; n = 10 men) aged 38-59 years under clinical follow-up, classified into two groups: (i) TAO former smokers (n = 11) and (ii) TAO active smokers (n = 9); the control groups included normal volunteer non-smokers (n = 10, active smokers (n = 10) and former smokers (n = 10). _	0
Patients' plasma samples were measured using the sandwich enzyme-linked immunosorbent assay. _	0
The activities of all cytokines were different in groups of TAO patients when compared with normal controls, and decreased for control smokers. @	0
In the ESRD patients plasma phosphate demonstrated significant circadian variation (P < 0.00001). _	1
The peak occurred around 3:30 am and nadir occurred around 11:00 am. @	1
Ionized calcium (P = 0.0036), PTH (P = 0.0004) and 25OHD (P = 0.009) also varied significantly during the circadian period; for ionized calcium peak and nadir occurred around 12:15 pm and 8:00 pm, parathyroid hormone 5:45 pm and 10:15 am, and 25OHD 9:45 am and 4:00 pm respectively. @	1
FGF-23 did not show a significant circadian variation. @	1
Only phosphate (P < 0.0001) and PTH (P = 0.00008) demonstrated circadian variation in the control group. @	1
Blood concentrations of phosphate, calcium, PTH and 25-hydroxy vitamin D, exhibit a circadian variation in patients with ESRD. @	1
Knowledge of these phenomena is pertinent for the interpretation of clinical testing. @	1
Mineral and bone parameters are actively managed in end-stage renal disease (ESRD). `	0
However, whether these undergo circadian variation is not known. `	0
We investigated the circadian variation of mineral and bone parameters in patients on long-term hemodialysis. `	0
Seventeen ESRD patients on long-term hemodialysis and eight volunteers without kidney disease were enrolled. `	0
Subjects had all medications that affect calcium–phosphate–parathyroid hormone balance (phosphate binders, vitamin D analogues, and calcimimetics) discontinued. _	0
Thereafter, for a period of 5 days, subjects consumed a diet controlled in calcium (1,200 mg per day) and phosphorus (1,000 mg per day) content. _	0
On the sixth day (a non-dialysis day for the ESRD patients), enrollees underwent twelve 2-h blood draws for phosphate, ionized calcium, parathyroid hormone (PTH), total 25-hydroxy vitamin D (25OHD), and fibroblast growth factor-23 (FGF-23). _	0
In this paper we show that there are no such ambiguities, we also update the model, making it amenable to possible new applications. @	1
In quantum theory it is possible to explain time, and dynamics, in terms of entanglement. `	0
This is the timeless approach to time, which assumes that the universe is in a stationary state, where two non-interacting subsystems, the clock and the rest, are entangled. _	0
As a consequence, by choosing a suitable observable of the clock, the relative state of the rest of the universe evolves unitarily with respect to the variable labelling the clock observable's eigenstates, which is then interpreted as time. @	0
This model for an evolution without evolution (Page and Wootters, 1983), albeit elegant, has never been developed further, because it was criticised for generating severe ambiguities in the dynamics of the rest of the universe. @	0
Here we show that the Drosocrystallin (Dcy) protein, a putative component of the eye lens of Drosophila, contributes to adult PM formation. _	1
A loss-of-function mutation in the dcy gene results in a reduction of PM width and an increase of its permeability. _	1
Upon bacterial ingestion a higher level of expression of antibacterial peptides was observed in dcy mutants, pointing to an influence of this matrix on bacteria sensing by the Imd immune pathway. _	1
Moreover, dcy-deficient flies show an increased susceptibility to oral infections with the entomopathogenic bacteria Pseudomonas entomophila and Serratia marcescens. @	1
Dcy mutant flies also succumb faster than wild type upon ingestion of a P. entomophila toxic extract. @	1
We show that this lethality is due in part to an increased deleterious action of Monalysin, a pore-forming toxin produced by P. entomophila. @	1
Collectively, our analysis of the dcy immune phenotype indicates that the PM plays an important role in Drosophila host defense against enteric pathogens, preventing the damaging action of pore-forming toxins on intestinal cells. @	1
The peritrophic matrix (PM) forms a layer composed of chitin and glycoproteins that lines the insect intestinal lumen. `	0
This physical barrier plays a role analogous to that of mucous secretions of the vertebrate digestive tract and is thought to protect the midgut epithelium from abrasive food particles and microbes. `	0
Almost nothing is known about PM functions in Drosophila, and its function as an immune barrier has never been addressed by a genetic approach. `	0
RESULTS In this paper, we investigated the consistency of biomarker identification using differentially expressed (DE) peaks from peak profiles produced by three widely used average spectrum-dependent pre-processing algorithms based on SELDI-TOF MS data for prostate and breast cancers. _	1
Our results revealed two important factors that affect the consistency of DE peak identification using different algorithms. _	1
One factor is that some DE peaks selected from one peak profile were not detected as peaks in other profiles, and the second factor is that the statistical power of identifying DE peaks in large peak profiles with many peaks may be low due to the large scale of the tests and small number of samples. @	1
Furthermore, we demonstrated that the DE peak detection power in large profiles could be improved by the stratified false discovery rate (FDR) control approach and that the reproducibility of DE peak detection could thereby be increased. @	1
